"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Studienteilnahme";"Trust_Car_1";"Trust_Car_2";"Trust_Car_3";"car_check";"Manip_Check_1";"Manip_Check_2";"Manip_Check_3";"car_comp1";"car_comp2";"car_comp3";"car_comp4";"car_comp5";"car_consc1";"car_consc2";"car_consc3";"car_consc4";"car_consc5";"car_consc6";"driv_comp1";"driv_comp2";"driv_comp3";"driv_comp4";"driv_comp5";"driv_consc1";"driv_consc2";"driv_consc3";"driv_consc4";"Resp_Bic";"Resp_Car";"Resp_Driver";"Resp_Producer";"Sex";"Age";"Car_Owner";"km_year";"Education";"Occupation";"Occupation_Sonst";"Income";"Quality_1";"Quality_2";"Quality_3";"Quality_4";"Quality_5";"Quality_6";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail"
"234";"0";"0";"31";"3884111";"-77";"571";"4";"1";"2";"2";"3";"11";"1";"7";"1";"2";"6";"6";"6";"3";"6";"6";"2";"3";"2";"5";"2";"3";"4";"5";"5";"5";"6";"3";"5";"3";"5";"1";"5";"1";"28";"1";"20000";"5";"6";"-99";"3";"7";"1";"7";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884104,3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"ebf9c2634e9b29dd2ff4aa858ca97951";"1";"0";"1573563578";"2019-11-12 12:59:38";"2019-11-12 13:09:09";"0000-00-00 00:00:00"
"236";"0";"0";"31";"3884111";"-77";"509";"3";"1";"2";"2";"2";"8";"2";"5";"2";"6";"6";"6";"6";"6";"2";"2";"2";"2";"2";"2";"6";"6";"6";"6";"6";"2";"2";"2";"2";"1";"1";"7";"6";"1";"27";"2";"300";"5";"1";"-99";"1";"4";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"a12dd674152b5932db4c0f49c3352d49";"1";"0";"1573642364";"2019-11-13 10:52:44";"2019-11-13 11:01:13";"0000-00-00 00:00:00"
"237";"0";"0";"31";"3884111";"-77";"787";"1";"1";"3";"3";"3";"9";"4";"4";"5";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"1";"5";"7";"5";"1";"49";"2";"8000";"4";"6";"-99";"4";"4";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"ac40dc36a46872b05e7fb15d476e1df6";"1";"0";"1573725930";"2019-11-14 10:05:30";"2019-11-14 10:18:37";"0000-00-00 00:00:00"
"238";"0";"0";"31";"3884111";"-77";"214";"4";"1";"4";"6";"4";"8";"5";"5";"6";"4";"4";"5";"3";"4";"5";"3";"3";"3";"1";"1";"3";"4";"3";"5";"5";"5";"4";"4";"3";"7";"3";"3";"7";"1";"28";"1";"10000";"4";"2";"-99";"3";"6";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"2126d9c8d9f2c5f191a2edfdae7903bb";"1";"0";"1573751866";"2019-11-14 17:17:46";"2019-11-14 17:21:20";"0000-00-00 00:00:00"
"239";"0";"0";"31";"3884111";"-77";"734";"2";"1";"2";"4";"4";"7";"6";"3";"3";"4";"3";"3";"3";"4";"4";"4";"4";"4";"5";"4";"4";"5";"4";"4";"4";"5";"4";"4";"4";"3";"5";"6";"5";"2";"28";"1";"40000";"5";"7";"-99";"3";"6";"6";"6";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"39f77d7fe7b151124f9fed408cf255f7";"1";"0";"1573855310";"2019-11-15 22:01:50";"2019-11-15 22:14:04";"0000-00-00 00:00:00"
"241";"0";"0";"31";"3884111";"-77";"628";"3";"1";"1";"1";"5";"2";"1";"7";"1";"4";"4";"3";"4";"6";"4";"4";"6";"5";"4";"4";"7";"3";"7";"1";"7";"1";"7";"3";"7";"1";"7";"1";"7";"1";"35";"2";"322";"5";"7";"-99";"3";"1";"7";"1";"1";"1";"1";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"99c7e67076450e66e9aac9ae161a9b26";"1";"0";"1573935295";"2019-11-16 20:14:55";"2019-11-16 20:25:23";"0000-00-00 00:00:00"
"243";"0";"0";"31";"3884111";"-77";"581";"1";"1";"2";"5";"4";"10";"2";"6";"5";"7";"7";"6";"5";"7";"7";"7";"6";"7";"4";"4";"3";"4";"6";"3";"3";"6";"5";"5";"5";"1";"7";"7";"6";"1";"49";"1";"15000";"4";"6";"-99";"4";"6";"4";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"3edd2954494d6c12da14f1d4f1bce26c";"1";"0";"1574030807";"2019-11-17 22:46:47";"2019-11-17 22:56:28";"0000-00-00 00:00:00"
"245";"0";"0";"31";"3884111";"-77";"836";"2";"1";"2";"6";"6";"10";"6";"2";"1";"6";"6";"6";"6";"6";"4";"5";"3";"3";"3";"2";"5";"5";"5";"5";"5";"2";"2";"2";"2";"2";"6";"6";"6";"1";"32";"1";"20000";"4";"6";"-99";"4";"7";"4";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884108,3884108,3884109,3884109,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"ad70800e5d4930017243b86b1af34492";"1";"0";"1574079775";"2019-11-18 12:22:55";"2019-11-18 12:36:51";"0000-00-00 00:00:00"
"246";"0";"0";"31";"3884111";"-77";"1335";"6";"1";"3";"7";"5";"11";"1";"5";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"3";"2";"7";"1";"7";"7";"2";"45";"1";"12000";"4";"6";"-99";"2";"7";"1";"6";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 4.4.2; GT-N8000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.96 Safari/537.36";"android-app://com.google.android.googlequicksearchbox";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"900c0b6bc6d3a0cdb7acc9501339e7e9";"1";"0";"1574094439";"2019-11-18 16:27:19";"2019-11-18 16:49:34";"0000-00-00 00:00:00"
"256";"0";"0";"32";"3884111";"-77";"-1";"5";"1";"6";"4";"5";"8";"5";"2";"1";"3";"5";"5";"4";"7";"6";"6";"3";"3";"1";"1";"7";"7";"7";"5";"1";"3";"4";"1";"1";"4";"2";"6";"4";"2";"24";"1";"10000";"5";"2";"-99";"2";"4";"5";"5";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"7b885944f5bc09d0a5c08ddda6f699f8";"1";"0";"1574105353";"2019-11-18 19:29:13";"2019-11-18 20:59:19";"0000-00-00 00:00:00"
"257";"0";"0";"31";"3884111";"-77";"616";"2";"1";"5";"5";"7";"3";"7";"3";"1";"6";"2";"4";"4";"4";"2";"1";"2";"2";"1";"1";"5";"5";"5";"5";"5";"4";"4";"4";"6";"2";"6";"7";"6";"2";"25";"1";"35000";"5";"7";"-99";"2";"6";"6";"7";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"8866eb839b6b61199b15a3f88458b2e8";"1";"0";"1574105596";"2019-11-18 19:33:16";"2019-11-18 19:43:32";"0000-00-00 00:00:00"
"261";"0";"0";"31";"3884111";"-77";"697";"3";"1";"2";"3";"3";"8";"1";"2";"2";"3";"6";"5";"4";"6";"6";"7";"6";"6";"7";"6";"2";"6";"3";"5";"5";"7";"6";"3";"4";"4";"1";"5";"6";"1";"23";"1";"20000";"5";"7";"-99";"3";"7";"2";"7";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"3c5fc240d445cab4eee722410de52dee";"1";"0";"1574113883";"2019-11-18 21:51:23";"2019-11-18 22:03:00";"0000-00-00 00:00:00"
"269";"0";"0";"31";"3884111";"-77";"798";"1";"1";"3";"7";"3";"9";"1";"6";"1";"5";"4";"3";"6";"6";"1";"5";"1";"1";"1";"1";"4";"4";"4";"4";"4";"3";"3";"1";"4";"1";"6";"7";"6";"2";"34";"1";"20000";"3";"3";"-99";"2";"7";"5";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 6.0; HUAWEI GRA-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.96 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884108,3884108,3884108,3884108,3884108,3884109,3884110,3884110,3884110,3884111";"1";"1";"0";"-77";"-77";"2f21843e2a192ad1f7a48eb9bdf9f817";"1";"0";"1574162089";"2019-11-19 11:14:49";"2019-11-19 11:28:07";"0000-00-00 00:00:00"
"270";"0";"0";"31";"3884111";"-77";"743";"3";"1";"4";"4";"4";"8";"6";"3";"3";"5";"6";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"6";"4";"5";"1";"24";"1";"20000";"3";"2";"-99";"3";"6";"5";"6";"6";"1";"4";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.0; HUAWEI VNS-L31) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.96 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"2ed9b8e69f106cef292d1d218ef231be";"1";"0";"1574162327";"2019-11-19 11:18:47";"2019-11-19 11:31:10";"0000-00-00 00:00:00"
"271";"0";"0";"31";"3884111";"-77";"718";"5";"1";"1";"2";"7";"11";"2";"1";"1";"3";"3";"2";"2";"2";"3";"3";"7";"3";"7";"7";"2";"2";"2";"2";"2";"7";"7";"7";"7";"4";"7";"1";"6";"2";"25";"1";"15000";"5";"7";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884104,3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"de2404df3bfcee660e683e5e75294667";"1";"0";"1574164881";"2019-11-19 12:01:21";"2019-11-19 12:13:19";"0000-00-00 00:00:00"
"272";"0";"0";"31";"3884111";"-77";"585";"4";"1";"4";"4";"3";"5";"4";"7";"1";"3";"3";"4";"3";"3";"3";"4";"4";"4";"4";"4";"3";"5";"6";"6";"6";"6";"7";"6";"6";"1";"7";"7";"6";"1";"22";"1";"30000";"3";"2";"-99";"3";"7";"1";"7";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; VOG-L29 Build/HUAWEIVOG-L29) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.64 HuaweiBrowser/10.0.1.332 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"c7e944d85e18d39f310d00a09a655028";"1";"0";"1574174022";"2019-11-19 14:33:42";"2019-11-19 14:43:27";"0000-00-00 00:00:00"
"273";"0";"0";"32";"3884111";"-77";"-1";"3";"1";"1";"4";"6";"11";"6";"6";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"3";"4";"6";"6";"2";"5";"6";"4";"2";"24";"2";"500";"5";"7";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:69.0) Gecko/20100101 Firefox/69.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"2d0edc0c1598fd71ba36feb35846a864";"1";"0";"1574176857";"2019-11-19 15:20:57";"2019-11-20 09:56:54";"0000-00-00 00:00:00"
"276";"0";"0";"31";"3884111";"-77";"666";"2";"1";"6";"3";"4";"5";"7";"7";"1";"1";"1";"1";"1";"1";"7";"7";"7";"7";"7";"7";"2";"2";"3";"3";"3";"5";"5";"5";"5";"2";"7";"1";"1";"2";"39";"1";"80000";"5";"7";"-99";"3";"7";"6";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884110,3884110,3884111";"0";"0";"0";"-77";"-77";"b70c697359a07084dd4c33d8200856d3";"1";"0";"1574187023";"2019-11-19 18:10:23";"2019-11-19 18:21:29";"0000-00-00 00:00:00"
"277";"0";"0";"31";"3884111";"-77";"506";"4";"1";"1";"1";"3";"3";"2";"7";"2";"7";"7";"7";"7";"7";"7";"7";"5";"6";"1";"1";"4";"4";"5";"5";"4";"1";"5";"3";"6";"3";"1";"5";"1";"2";"23";"1";"80";"3";"6";"-99";"2";"1";"5";"7";"4";"1";"3";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; ANE-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.96 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"97f5f390deb784ff093ffd5f11fd3797";"1";"0";"1574187453";"2019-11-19 18:17:33";"2019-11-19 18:25:59";"0000-00-00 00:00:00"
"286";"0";"0";"31";"3884111";"-77";"429";"5";"1";"3";"3";"5";"11";"6";"3";"2";"4";"3";"5";"5";"4";"2";"3";"2";"2";"3";"3";"2";"2";"3";"3";"3";"3";"5";"3";"3";"3";"5";"6";"3";"2";"24";"1";"15000";"5";"7";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"cabd22046f1ffa0c891827b31089df66";"1";"0";"1574258962";"2019-11-20 14:09:22";"2019-11-20 14:16:31";"0000-00-00 00:00:00"
"289";"0";"0";"31";"3884111";"-77";"304";"6";"1";"1";"1";"1";"11";"2";"6";"2";"6";"6";"6";"6";"6";"4";"6";"2";"6";"3";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"6";"6";"6";"6";"2";"25";"1";"5000";"5";"6";"-99";"3";"4";"7";"4";"4";"1";"4";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"bed77484953a7d9a6914c424543b30a3";"1";"0";"1574277899";"2019-11-20 19:24:59";"2019-11-20 19:30:03";"0000-00-00 00:00:00"
"290";"0";"0";"31";"3884111";"-77";"561";"5";"1";"1";"7";"4";"8";"6";"4";"1";"7";"7";"7";"7";"7";"1";"3";"3";"1";"1";"2";"4";"2";"2";"2";"2";"2";"2";"2";"6";"2";"6";"1";"6";"2";"24";"1";"10000";"4";"2";"-99";"2";"7";"3";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"ec435952a840c26b5f1d64fd9bf762f9";"1";"0";"1574322349";"2019-11-21 07:45:49";"2019-11-21 07:55:10";"0000-00-00 00:00:00"
"292";"0";"0";"31";"3884111";"-77";"734";"3";"1";"4";"2";"5";"3";"1";"7";"1";"6";"5";"7";"7";"7";"7";"7";"5";"6";"5";"4";"6";"7";"7";"7";"7";"5";"6";"5";"6";"2";"5";"6";"2";"2";"26";"1";"3000";"5";"6";"-99";"1";"6";"5";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"55c37104dbbe346d81c7c606ec4ae04a";"1";"0";"1574331335";"2019-11-21 10:15:35";"2019-11-21 10:27:49";"0000-00-00 00:00:00"
"294";"0";"0";"31";"3884111";"-77";"431";"1";"1";"4";"4";"5";"10";"2";"5";"1";"5";"5";"5";"5";"4";"6";"6";"6";"5";"2";"2";"5";"5";"5";"4";"4";"6";"6";"5";"5";"5";"5";"5";"5";"2";"50";"1";"2000";"3";"2";"-99";"1";"6";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"a496065b4ee6c64222955dd4d85b2dca";"1";"0";"1574340403";"2019-11-21 12:46:43";"2019-11-21 12:53:54";"0000-00-00 00:00:00"
"297";"0";"0";"31";"3884111";"-77";"447";"4";"1";"1";"3";"4";"11";"2";"4";"2";"5";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"6";"5";"5";"5";"5";"2";"2";"1";"2";"2";"6";"7";"6";"2";"25";"2";"500";"5";"1";"-99";"1";"4";"5";"7";"5";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"31bd0182cdb1a1a37770aff5927a3ec2";"1";"0";"1574436955";"2019-11-22 15:35:55";"2019-11-22 15:43:22";"0000-00-00 00:00:00"
"300";"0";"0";"31";"3884111";"-77";"572";"3";"1";"1";"3";"4";"6";"2";"4";"6";"6";"4";"4";"4";"3";"3";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"3";"3";"4";"1";"5";"6";"5";"1";"27";"1";"4000";"4";"5";"-99";"3";"3";"4";"5";"5";"4";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"8975c7e17e140e73bd4a3cefb63abe88";"1";"0";"1574448166";"2019-11-22 18:42:46";"2019-11-22 18:52:18";"0000-00-00 00:00:00"
"304";"0";"0";"31";"3884111";"-77";"778";"4";"1";"4";"2";"4";"6";"1";"7";"1";"7";"7";"4";"5";"2";"5";"5";"4";"4";"3";"3";"2";"2";"3";"1";"1";"2";"2";"3";"2";"1";"7";"7";"7";"2";"60";"1";"15000";"3";"2";"-99";"3";"6";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884104,3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"8a985382aaab94db40c9bf8186c9f2cc";"1";"0";"1574541495";"2019-11-23 20:38:15";"2019-11-23 20:51:13";"0000-00-00 00:00:00"
"305";"0";"0";"31";"3884111";"-77";"786";"3";"1";"7";"7";"6";"11";"1";"7";"3";"7";"7";"7";"7";"7";"4";"4";"2";"2";"3";"1";"6";"3";"7";"7";"6";"7";"7";"5";"6";"3";"7";"7";"5";"1";"18";"1";"5000";"6";"1";"-99";"1";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884104,3884104,3884105,3884106,3884107,3884108,3884108,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"c11197ba3cedbb87d393fa8d832cb130";"1";"0";"1574542461";"2019-11-23 20:54:21";"2019-11-23 21:07:27";"0000-00-00 00:00:00"
"306";"0";"0";"31";"3884111";"-77";"616";"2";"1";"4";"4";"4";"6";"1";"5";"2";"5";"5";"3";"4";"3";"3";"3";"2";"3";"6";"2";"6";"6";"4";"5";"4";"1";"2";"1";"2";"1";"7";"7";"7";"1";"44";"1";"7000";"5";"7";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884108,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"2d810715d28e7f6e213460f92408d7a1";"1";"0";"1574544084";"2019-11-23 21:21:24";"2019-11-23 21:31:40";"0000-00-00 00:00:00"
"307";"0";"0";"31";"3884111";"-77";"421";"3";"1";"4";"7";"6";"10";"1";"3";"6";"5";"4";"4";"4";"5";"3";"4";"3";"3";"3";"3";"1";"2";"2";"3";"3";"1";"5";"3";"4";"1";"6";"6";"6";"1";"18";"2";"300";"5";"7";"-99";"1";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884110,3884110,3884111";"1";"0";"0";"-77";"-77";"518265b87fbb00bb8b33d5d08526df36";"1";"0";"1574587917";"2019-11-24 09:31:57";"2019-11-24 09:38:58";"0000-00-00 00:00:00"
