"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Studienteilnahme";"Trust_Car_1";"Trust_Car_2";"Trust_Car_3";"car_check";"Manip_Check_1";"Manip_Check_2";"Manip_Check_3";"car_comp1";"car_comp2";"car_comp3";"car_comp4";"car_comp5";"car_consc1";"car_consc2";"car_consc3";"car_consc4";"car_consc5";"car_consc6";"driv_comp1";"driv_comp2";"driv_comp3";"driv_comp4";"driv_comp5";"driv_consc1";"driv_consc2";"driv_consc3";"driv_consc4";"Resp_Bic";"Resp_Car";"Resp_Driver";"Resp_Producer";"Sex";"Age";"Car_Owner";"km_year";"Education";"Occupation";"Occupation_Sonst";"Income";"Quality_1";"Quality_2";"Quality_3";"Quality_4";"Quality_5";"Quality_6";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail"
"308";"0";"0";"31";"3878440";"-77";"434";"1";"1";"2";"4";"3";"3";"4";"6";"1";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"3";"3";"2";"3";"6";"1";"2";"24";"2";"2000";"5";"6";"-99";"2";"6";"2";"7";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; WAS-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"fd75a313341ba9544b7575bd576fe8cd";"1";"0";"1572287672";"2019-10-28 18:34:32";"2019-10-28 18:41:46";"0000-00-00 00:00:00"
"309";"0";"0";"31";"3878440";"-77";"365";"5";"1";"1";"5";"4";"9";"6";"6";"1";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"4";"5";"4";"5";"5";"5";"6";"6";"6";"1";"7";"7";"5";"1";"51";"1";"25000";"4";"7";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; MHA-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"330105370cf7148940472cc5175c3580";"1";"0";"1572289124";"2019-10-28 18:58:44";"2019-10-28 19:04:49";"0000-00-00 00:00:00"
"312";"0";"0";"31";"3878440";"-77";"631";"5";"1";"1";"3";"3";"10";"1";"6";"1";"3";"3";"3";"3";"3";"1";"3";"1";"1";"1";"1";"7";"7";"6";"6";"5";"7";"7";"7";"7";"4";"4";"5";"5";"2";"62";"1";"20000";"5";"6";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Android 8.0.0; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"46f06a5a3790bf560011bf7567826df8";"1";"0";"1572291288";"2019-10-28 19:34:48";"2019-10-28 19:45:19";"0000-00-00 00:00:00"
"316";"0";"0";"31";"3878440";"-77";"869";"6";"1";"6";"6";"6";"9";"2";"6";"1";"7";"6";"6";"6";"7";"6";"6";"6";"4";"6";"5";"6";"4";"4";"4";"4";"6";"6";"5";"4";"1";"2";"6";"2";"2";"26";"1";"3000";"5";"7";"-99";"2";"6";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"f97f5d02a2bc2ff7486921480edb3894";"1";"0";"1572291890";"2019-10-28 19:44:50";"2019-10-28 19:59:19";"0000-00-00 00:00:00"
"317";"0";"0";"31";"3878440";"-77";"539";"3";"1";"4";"4";"5";"8";"4";"6";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"5";"5";"5";"5";"5";"7";"7";"4";"5";"4";"4";"1";"5";"2";"48";"1";"8000";"5";"2";"-99";"5";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-A505FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"be8edf0c123fdf376d8f3abbbe4104c4";"1";"0";"1572292549";"2019-10-28 19:55:49";"2019-10-28 20:04:48";"0000-00-00 00:00:00"
"318";"0";"0";"31";"3878440";"-77";"633";"5";"1";"5";"5";"4";"4";"2";"4";"1";"6";"6";"6";"6";"6";"6";"6";"5";"5";"5";"4";"7";"6";"6";"6";"6";"6";"6";"6";"6";"5";"4";"6";"1";"2";"49";"1";"20000";"3";"2";"-99";"4";"6";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"a7e19ec86f4dd3f55a240871c66eebac";"1";"0";"1572293144";"2019-10-28 20:05:44";"2019-10-28 20:16:17";"0000-00-00 00:00:00"
"323";"0";"0";"32";"3878440";"-77";"-1";"3";"1";"2";"2";"3";"4";"2";"1";"1";"6";"2";"5";"3";"6";"4";"3";"5";"4";"4";"4";"4";"4";"4";"4";"5";"6";"3";"6";"3";"2";"5";"6";"6";"1";"38";"1";"8000";"5";"7";"-99";"5";"4";"1";"2";"2";"1";"4";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; TA-1021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878437,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"19eac8c0f4fa9c816e71f33de825c003";"1";"0";"1572294320";"2019-10-28 20:25:20";"2019-10-28 21:37:40";"0000-00-00 00:00:00"
"325";"0";"0";"31";"3878440";"-77";"934";"3";"1";"2";"3";"4";"11";"2";"2";"5";"4";"4";"4";"4";"4";"5";"3";"2";"2";"2";"2";"3";"3";"3";"3";"3";"2";"2";"2";"2";"2";"4";"7";"7";"2";"38";"1";"10000";"2";"3";"-99";"5";"4";"4";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"c5fbf5bfb89d1679df075e9ade340f53";"1";"0";"1572296619";"2019-10-28 21:03:39";"2019-10-28 21:19:13";"0000-00-00 00:00:00"
"327";"0";"0";"31";"3878440";"-77";"1030";"1";"1";"5";"6";"5";"9";"3";"5";"2";"6";"4";"4";"6";"6";"5";"5";"5";"4";"2";"2";"6";"4";"4";"6";"5";"6";"5";"5";"5";"1";"7";"5";"6";"1";"65";"1";"20000";"5";"7";"-99";"4";"6";"1";"7";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A520F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"f93ce46aa4f46733f812d1df0b858eff";"1";"0";"1572296996";"2019-10-28 21:09:56";"2019-10-28 21:27:06";"0000-00-00 00:00:00"
"328";"0";"0";"31";"3878440";"-77";"466";"4";"1";"1";"6";"7";"9";"1";"7";"1";"7";"6";"7";"7";"7";"7";"7";"7";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"2";"2";"2";"1";"48";"1";"20000";"4";"8";"Uni";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"7b18fb5a68ec35383241b854b9b47b91";"1";"0";"1572297050";"2019-10-28 21:10:50";"2019-10-28 21:18:36";"0000-00-00 00:00:00"
"333";"0";"0";"31";"3878440";"-77";"376";"1";"1";"1";"4";"4";"10";"5";"2";"2";"3";"2";"2";"2";"2";"6";"6";"5";"4";"6";"6";"7";"7";"7";"7";"7";"4";"4";"5";"4";"2";"6";"7";"7";"2";"24";"1";"15000";"5";"7";"-99";"4";"4";"3";"5";"5";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.0; HUAWEI VNS-L31) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.92 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"1336181a7e572100abbdef58bdda983b";"1";"0";"1572323891";"2019-10-29 04:38:11";"2019-10-29 04:44:27";"0000-00-00 00:00:00"
"334";"0";"0";"31";"3878440";"-77";"678";"2";"1";"6";"5";"3";"7";"4";"5";"2";"7";"7";"5";"5";"6";"5";"6";"6";"6";"6";"6";"7";"7";"7";"7";"5";"6";"6";"6";"6";"1";"4";"6";"1";"1";"42";"1";"2000";"3";"6";"-99";"4";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SNE-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"d8d2ff8d2258a6143ba2893179d89e27";"1";"0";"1572327989";"2019-10-29 05:46:29";"2019-10-29 05:57:47";"0000-00-00 00:00:00"
"335";"0";"0";"31";"3878440";"-77";"803";"6";"1";"4";"3";"3";"8";"3";"5";"3";"3";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"4";"5";"4";"5";"4";"4";"5";"3";"4";"5";"3";"1";"36";"1";"30000";"5";"7";"-99";"4";"6";"4";"6";"6";"1";"5";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878436,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"1ec9b715ce9f873b68ee53ad628a8de7";"1";"0";"1572329051";"2019-10-29 06:04:11";"2019-10-29 06:17:34";"0000-00-00 00:00:00"
"336";"0";"0";"31";"3878440";"-77";"325";"2";"1";"2";"2";"3";"9";"6";"6";"2";"3";"2";"2";"2";"2";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"5";"5";"6";"1";"7";"7";"7";"2";"24";"1";"25000";"5";"7";"-99";"1";"7";"3";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.2 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"8c28b0ede9f6cfbb315f45d545e1ea2a";"1";"0";"1572336778";"2019-10-29 08:12:58";"2019-10-29 08:18:23";"0000-00-00 00:00:00"
"337";"0";"0";"31";"3878440";"-77";"457";"4";"1";"3";"3";"5";"8";"3";"3";"1";"6";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"1";"5";"1";"24";"2";"1000";"5";"7";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"467f7e2c35a0a6befcbf28461a087d91";"1";"0";"1572339731";"2019-10-29 09:02:11";"2019-10-29 09:09:48";"0000-00-00 00:00:00"
"340";"0";"0";"31";"3878440";"-77";"483";"5";"1";"2";"2";"4";"8";"7";"4";"1";"4";"3";"2";"3";"2";"3";"2";"2";"3";"2";"2";"2";"1";"2";"2";"3";"4";"5";"3";"4";"1";"6";"7";"6";"1";"28";"2";"1500";"5";"1";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"af013b9463a167ec37705afa3b632f44";"1";"0";"1572340232";"2019-10-29 09:10:32";"2019-10-29 09:18:35";"0000-00-00 00:00:00"
"346";"0";"0";"32";"3878440";"-77";"-1";"6";"1";"4";"5";"5";"8";"2";"3";"2";"4";"3";"3";"3";"3";"3";"5";"4";"3";"4";"5";"4";"4";"3";"3";"3";"5";"4";"3";"5";"3";"3";"4";"4";"2";"23";"1";"3000";"5";"1";"-99";"1";"3";"2";"3";"4";"3";"4";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 116.0.0.24.361 (iPhone8,1; iOS 13_1_3; de_DE; de-DE; scale=2.00; 750x1334; 178418958)";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"9ea7a252612e44295d53f2cf334356bf";"1";"0";"1572342625";"2019-10-29 09:50:25";"2019-10-29 10:56:35";"0000-00-00 00:00:00"
"348";"0";"0";"31";"3878440";"-77";"1030";"1";"1";"6";"7";"7";"9";"3";"7";"2";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"0";"7";"4";"7";"7";"1";"1";"1";"1";"26";"2";"0";"5";"2";"-99";"1";"7";"2";"7";"4";"1";"1";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878437,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"882d8e2fda84769120155193aea63172";"1";"0";"1572342920";"2019-10-29 09:55:20";"2019-10-29 10:12:30";"0000-00-00 00:00:00"
"349";"0";"0";"31";"3878440";"-77";"302";"5";"1";"3";"2";"2";"11";"7";"4";"2";"5";"5";"6";"5";"4";"6";"6";"6";"5";"7";"7";"5";"4";"5";"4";"4";"6";"6";"3";"5";"2";"6";"4";"6";"2";"23";"1";"4000";"5";"7";"-99";"2";"7";"1";"7";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.2 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"f1ad8acc9eba8881d0e0eff302e154b1";"1";"0";"1572351030";"2019-10-29 12:10:30";"2019-10-29 12:15:32";"0000-00-00 00:00:00"
"350";"0";"0";"31";"3878440";"-77";"262";"4";"1";"5";"6";"6";"11";"1";"7";"1";"6";"6";"6";"6";"6";"7";"7";"5";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"3";"7";"4";"4";"7";"1";"2";"22";"2";"10000";"4";"7";"-99";"5";"7";"3";"7";"7";"7";"5";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-G960F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"71a7528ed0731e39561c412464b31675";"1";"0";"1572352384";"2019-10-29 12:33:04";"2019-10-29 12:37:26";"0000-00-00 00:00:00"
"351";"0";"0";"31";"3878440";"-77";"989";"2";"1";"6";"5";"7";"4";"6";"4";"1";"5";"5";"7";"5";"7";"6";"7";"7";"4";"7";"7";"4";"4";"4";"6";"4";"7";"7";"3";"7";"3";"1";"6";"5";"1";"21";"1";"18000";"5";"1";"-99";"1";"7";"1";"6";"5";"1";"6";"-99";"-99";"Mozilla/5.0 (Android 8.0.0; Mobile; rv:71.0) Gecko/71.0 Firefox/71.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"4a469d35c691d9e22861f44c807ee498";"1";"0";"1572352462";"2019-10-29 12:34:22";"2019-10-29 12:50:52";"0000-00-00 00:00:00"
"354";"0";"0";"31";"3878440";"-77";"411";"5";"1";"4";"7";"7";"7";"7";"7";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"4";"4";"4";"4";"7";"7";"7";"7";"1";"7";"7";"7";"1";"57";"1";"75000";"3";"5";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"c03a510cca0900679cf434d815878b2c";"1";"0";"1572353952";"2019-10-29 12:59:12";"2019-10-29 13:06:03";"0000-00-00 00:00:00"
"355";"0";"0";"31";"3878440";"-77";"570";"4";"1";"1";"1";"3";"10";"1";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"4";"1";"4";"6";"2";"31";"1";"30000";"5";"7";"-99";"4";"6";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"e13ec8e1dd0fe7f537a4537591abb8a5";"1";"0";"1572358831";"2019-10-29 14:20:31";"2019-10-29 14:30:01";"0000-00-00 00:00:00"
"356";"0";"0";"31";"3878440";"-77";"1584";"3";"1";"1";"1";"1";"11";"1";"1";"6";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"3";"6";"4";"3";"1";"7";"1";"2";"45";"1";"10000";"5";"7";"-99";"4";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878438,3878439,3878440";"0";"0";"0";"-77";"-77";"d2c6da281d30ae9e3ddcfc8dfd48eb7a";"1";"0";"1572360215";"2019-10-29 14:43:35";"2019-10-29 15:09:59";"0000-00-00 00:00:00"
"358";"0";"0";"31";"3878440";"-77";"830";"2";"1";"3";"1";"5";"11";"7";"6";"1";"2";"3";"3";"3";"4";"3";"4";"2";"4";"4";"3";"6";"6";"6";"6";"6";"6";"6";"6";"6";"3";"1";"7";"1";"1";"50";"1";"40000";"5";"6";"-99";"5";"6";"6";"6";"6";"1";"4";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"ef7a37db510a519f73306f187eb2b975";"1";"0";"1572361040";"2019-10-29 14:57:20";"2019-10-29 15:11:10";"0000-00-00 00:00:00"
"360";"0";"0";"31";"3878440";"-77";"428";"2";"1";"1";"1";"1";"2";"4";"3";"1";"2";"1";"1";"2";"2";"1";"2";"3";"2";"2";"2";"4";"3";"3";"3";"3";"3";"3";"3";"2";"1";"7";"7";"4";"2";"54";"1";"25000";"5";"2";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 6.0.1; SM-A500FU) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"1";"0";"0";"-77";"-77";"f01de0d8090cbf020be9311e9165d207";"1";"0";"1572362289";"2019-10-29 15:18:09";"2019-10-29 15:25:17";"0000-00-00 00:00:00"
"363";"0";"0";"31";"3878440";"-77";"501";"5";"1";"3";"5";"5";"4";"6";"3";"1";"6";"4";"4";"6";"6";"3";"3";"4";"3";"5";"4";"6";"6";"5";"4";"4";"4";"4";"3";"3";"4";"4";"5";"5";"1";"28";"1";"600";"5";"2";"-99";"3";"7";"1";"7";"5";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"be931f1bc92b0bae957825ee5b31569e";"1";"0";"1572365186";"2019-10-29 16:06:26";"2019-10-29 16:14:47";"0000-00-00 00:00:00"
"366";"0";"0";"31";"3878440";"-77";"736";"2";"1";"1";"4";"4";"3";"6";"6";"1";"6";"5";"5";"5";"5";"4";"4";"4";"4";"2";"2";"4";"4";"4";"4";"3";"4";"4";"4";"6";"2";"5";"7";"6";"2";"52";"1";"20000";"5";"2";"-99";"2";"5";"2";"2";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878437,3878438,3878439,3878440";"0";"1";"0";"-77";"-77";"03623f2c55e026ae0853e3fd91e1274b";"1";"0";"1572367944";"2019-10-29 16:52:24";"2019-10-29 17:04:40";"0000-00-00 00:00:00"
"367";"0";"0";"31";"3878440";"-77";"695";"6";"1";"1";"1";"7";"10";"1";"1";"7";"7";"1";"4";"4";"4";"1";"1";"1";"1";"1";"1";"7";"7";"7";"7";"7";"2";"5";"2";"6";"1";"1";"7";"1";"2";"49";"1";"5000";"5";"7";"-99";"5";"7";"1";"7";"4";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A520F/A520FXXU7CRK7) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3878430,3878432,3878435,3878436,3878436,3878437,3878438,3878439,3878440";"1";"1";"0";"-77";"-77";"6004048fe6115e61fc689e292958dcce";"1";"0";"1572368333";"2019-10-29 16:58:53";"2019-10-29 17:10:28";"0000-00-00 00:00:00"
